time,snowfall_day_livneh_vic
1950-03-28 00:00:00+00:00,0.0
1950-03-29 00:00:00+00:00,0.0
1950-03-30 00:00:00+00:00,0.0
1950-03-31 00:00:00+00:00,0.0
1950-04-01 00:00:00+00:00,0.0
1950-04-02 00:00:00+00:00,0.0
1950-04-03 00:00:00+00:00,0.0
1950-04-04 00:00:00+00:00,0.0
1950-04-05 00:00:00+00:00,0.0
1950-04-06 00:00:00+00:00,6.8101635e-06
1950-04-07 00:00:00+00:00,0.0046361834
1950-04-08 00:00:00+00:00,0.27824232
1950-04-09 00:00:00+00:00,0.5174973
1950-04-10 00:00:00+00:00,8.676993e-06
1950-04-11 00:00:00+00:00,0.0
1950-04-12 00:00:00+00:00,0.0
1950-04-13 00:00:00+00:00,0.0
1950-04-14 00:00:00+00:00,0.0
1950-04-15 00:00:00+00:00,0.0
1950-04-16 00:00:00+00:00,0.0
1950-04-17 00:00:00+00:00,0.0
1950-04-18 00:00:00+00:00,0.0
1950-04-19 00:00:00+00:00,0.0
1950-04-20 00:00:00+00:00,0.0
1950-04-21 00:00:00+00:00,0.002136442
1950-04-22 00:00:00+00:00,0.0012177468
1950-04-23 00:00:00+00:00,0.0007214255
1950-04-24 00:00:00+00:00,5.9624977e-05
1950-04-25 00:00:00+00:00,4.9436134e-05
1950-04-26 00:00:00+00:00,3.696704e-05
1950-04-27 00:00:00+00:00,0.0030574806
1950-04-28 00:00:00+00:00,0.0043594935
1950-04-29 00:00:00+00:00,0.0022969255
1950-04-30 00:00:00+00:00,0.0009793781
1950-05-01 00:00:00+00:00,0.0036168685
1950-05-02 00:00:00+00:00,0.010937359
1950-05-03 00:00:00+00:00,0.065041706
1950-05-04 00:00:00+00:00,0.0068109734
1950-05-05 00:00:00+00:00,0.0
1950-05-06 00:00:00+00:00,0.0
1950-05-07 00:00:00+00:00,0.0
1950-05-08 00:00:00+00:00,0.0
1950-05-09 00:00:00+00:00,0.0
1950-05-10 00:00:00+00:00,0.0
1950-05-11 00:00:00+00:00,0.0
1950-05-12 00:00:00+00:00,0.0
1950-05-13 00:00:00+00:00,0.0
1950-05-14 00:00:00+00:00,0.0
1950-05-15 00:00:00+00:00,2.1777403e-05
1950-05-16 00:00:00+00:00,0.0017785138
1950-05-17 00:00:00+00:00,0.0011008643
1950-05-18 00:00:00+00:00,0.0
1950-05-19 00:00:00+00:00,0.0
1950-05-20 00:00:00+00:00,0.0
1950-05-21 00:00:00+00:00,0.0
1950-05-22 00:00:00+00:00,2.3732795e-05
1950-05-23 00:00:00+00:00,0.00015507624
1950-05-24 00:00:00+00:00,0.0
1950-05-25 00:00:00+00:00,0.0
1950-05-26 00:00:00+00:00,0.0
1950-05-27 00:00:00+00:00,0.0
1950-05-28 00:00:00+00:00,0.0
1950-05-29 00:00:00+00:00,0.0
1950-05-30 00:00:00+00:00,0.0
1950-05-31 00:00:00+00:00,0.0
1950-06-01 00:00:00+00:00,0.0
1950-06-02 00:00:00+00:00,0.0
1950-06-03 00:00:00+00:00,0.0
1950-06-04 00:00:00+00:00,0.0
1950-06-05 00:00:00+00:00,1.0560512e-07
1950-06-06 00:00:00+00:00,0.00020213654
1950-06-07 00:00:00+00:00,0.00090925297
1950-06-08 00:00:00+00:00,0.0
1950-06-09 00:00:00+00:00,0.0
1950-06-10 00:00:00+00:00,0.0
1950-06-11 00:00:00+00:00,0.0
1950-06-12 00:00:00+00:00,0.0
1950-06-13 00:00:00+00:00,0.0
1950-06-14 00:00:00+00:00,0.0
1950-06-15 00:00:00+00:00,0.0
1950-06-16 00:00:00+00:00,0.0
1950-06-17 00:00:00+00:00,0.0
1950-06-18 00:00:00+00:00,0.0
1950-06-19 00:00:00+00:00,0.0
1950-06-20 00:00:00+00:00,0.0
1950-06-21 00:00:00+00:00,0.0
1950-06-22 00:00:00+00:00,0.0
1950-06-23 00:00:00+00:00,3.306006e-06
1950-06-24 00:00:00+00:00,1.0627762e-05
1950-06-25 00:00:00+00:00,0.0
1950-06-26 00:00:00+00:00,0.0
1950-06-27 00:00:00+00:00,0.0
1950-06-28 00:00:00+00:00,0.0
1950-06-29 00:00:00+00:00,0.0
1950-06-30 00:00:00+00:00,0.0
1950-07-01 00:00:00+00:00,0.0
1950-07-02 00:00:00+00:00,0.0
1950-07-03 00:00:00+00:00,0.0
1950-07-04 00:00:00+00:00,3.7838856e-06
1950-07-05 00:00:00+00:00,0.0
1950-07-06 00:00:00+00:00,0.0
1950-07-07 00:00:00+00:00,0.0
1950-07-08 00:00:00+00:00,0.0
1950-07-09 00:00:00+00:00,0.0
1950-07-10 00:00:00+00:00,0.0
1950-07-11 00:00:00+00:00,0.0
1950-07-12 00:00:00+00:00,0.0
1950-07-13 00:00:00+00:00,0.0
1950-07-14 00:00:00+00:00,0.0
1950-07-15 00:00:00+00:00,0.0
1950-07-16 00:00:00+00:00,0.0
1950-07-17 00:00:00+00:00,0.0
1950-07-18 00:00:00+00:00,0.0
1950-07-19 00:00:00+00:00,0.0
1950-07-20 00:00:00+00:00,0.0
1950-07-21 00:00:00+00:00,0.0
1950-07-22 00:00:00+00:00,0.0
1950-07-23 00:00:00+00:00,5.259295e-05
1950-07-24 00:00:00+00:00,0.0
1950-07-25 00:00:00+00:00,0.0
1950-07-26 00:00:00+00:00,0.0
1950-07-27 00:00:00+00:00,0.0
1950-07-28 00:00:00+00:00,0.0
1950-07-29 00:00:00+00:00,0.0
1950-07-30 00:00:00+00:00,0.0
1950-07-31 00:00:00+00:00,0.0
1950-08-01 00:00:00+00:00,0.0
1950-08-02 00:00:00+00:00,0.0
1950-08-03 00:00:00+00:00,0.0
1950-08-04 00:00:00+00:00,0.0
1950-08-05 00:00:00+00:00,0.0
1950-08-06 00:00:00+00:00,0.0
1950-08-07 00:00:00+00:00,0.0
1950-08-08 00:00:00+00:00,0.0
1950-08-09 00:00:00+00:00,0.0
1950-08-10 00:00:00+00:00,0.0
1950-08-11 00:00:00+00:00,0.0
1950-08-12 00:00:00+00:00,0.0
1950-08-13 00:00:00+00:00,0.0
1950-08-14 00:00:00+00:00,0.0
1950-08-15 00:00:00+00:00,0.0
1950-08-16 00:00:00+00:00,0.0
1950-08-17 00:00:00+00:00,0.0
1950-08-18 00:00:00+00:00,0.0
1950-08-19 00:00:00+00:00,0.0
1950-08-20 00:00:00+00:00,0.0
1950-08-21 00:00:00+00:00,0.0
1950-08-22 00:00:00+00:00,0.0
1950-08-23 00:00:00+00:00,0.0
1950-08-24 00:00:00+00:00,0.0
1950-08-25 00:00:00+00:00,0.0
1950-08-26 00:00:00+00:00,0.0
1950-08-27 00:00:00+00:00,0.0
1950-08-28 00:00:00+00:00,0.0
1950-08-29 00:00:00+00:00,0.0
1950-08-30 00:00:00+00:00,0.0
1950-08-31 00:00:00+00:00,0.0
1950-09-01 00:00:00+00:00,0.0
1950-09-02 00:00:00+00:00,0.0
1950-09-03 00:00:00+00:00,0.0
1950-09-04 00:00:00+00:00,0.0
1950-09-05 00:00:00+00:00,0.0
1950-09-06 00:00:00+00:00,0.0
1950-09-07 00:00:00+00:00,8.137989e-06
1950-09-08 00:00:00+00:00,0.0
1950-09-09 00:00:00+00:00,0.0
1950-09-10 00:00:00+00:00,1.8455616e-05
1950-09-11 00:00:00+00:00,0.00015339548
1950-09-12 00:00:00+00:00,0.0
1950-09-13 00:00:00+00:00,0.0
1950-09-14 00:00:00+00:00,0.0
1950-09-15 00:00:00+00:00,0.0
1950-09-16 00:00:00+00:00,0.0
1950-09-17 00:00:00+00:00,9.707562e-06
1950-09-18 00:00:00+00:00,0.0
1950-09-19 00:00:00+00:00,0.0
1950-09-20 00:00:00+00:00,0.0
1950-09-21 00:00:00+00:00,0.0
1950-09-22 00:00:00+00:00,0.0
1950-09-23 00:00:00+00:00,0.0
1950-09-24 00:00:00+00:00,0.0
1950-09-25 00:00:00+00:00,0.0
1950-09-26 00:00:00+00:00,0.0
1950-09-27 00:00:00+00:00,0.0
1950-09-28 00:00:00+00:00,0.0
1950-09-29 00:00:00+00:00,0.0
1950-09-30 00:00:00+00:00,0.0
1950-10-01 00:00:00+00:00,0.0
1950-10-02 00:00:00+00:00,0.0
1950-10-03 00:00:00+00:00,0.0
1950-10-04 00:00:00+00:00,0.0
1950-10-05 00:00:00+00:00,0.0
1950-10-06 00:00:00+00:00,0.0
1950-10-07 00:00:00+00:00,0.0
1950-10-08 00:00:00+00:00,0.0
1950-10-09 00:00:00+00:00,0.0
1950-10-10 00:00:00+00:00,0.0
1950-10-11 00:00:00+00:00,0.0
1950-10-12 00:00:00+00:00,0.0
1950-10-13 00:00:00+00:00,0.0
1950-10-14 00:00:00+00:00,0.0
1950-10-15 00:00:00+00:00,0.0
1950-10-16 00:00:00+00:00,0.0
1950-10-17 00:00:00+00:00,0.0
1950-10-18 00:00:00+00:00,0.0
1950-10-19 00:00:00+00:00,0.0
1950-10-20 00:00:00+00:00,0.0
1950-10-21 00:00:00+00:00,0.0
1950-10-22 00:00:00+00:00,0.0
1950-10-23 00:00:00+00:00,0.0
1950-10-24 00:00:00+00:00,0.0
1950-10-25 00:00:00+00:00,4.937224e-06
1950-10-26 00:00:00+00:00,0.0042285738
1950-10-27 00:00:00+00:00,0.0009720741
1950-10-28 00:00:00+00:00,0.0
1950-10-29 00:00:00+00:00,0.0
1950-10-30 00:00:00+00:00,0.00045858166
1950-10-31 00:00:00+00:00,6.083832e-05
1950-11-01 00:00:00+00:00,0.00053734734
1950-11-02 00:00:00+00:00,0.0
1950-11-03 00:00:00+00:00,0.0
1950-11-04 00:00:00+00:00,0.0
1950-11-05 00:00:00+00:00,0.0
1950-11-06 00:00:00+00:00,0.0
1950-11-07 00:00:00+00:00,0.0
1950-11-08 00:00:00+00:00,0.0
1950-11-09 00:00:00+00:00,0.0
1950-11-10 00:00:00+00:00,0.0
1950-11-11 00:00:00+00:00,0.0
1950-11-12 00:00:00+00:00,0.08253977
1950-11-13 00:00:00+00:00,0.24387227
1950-11-14 00:00:00+00:00,0.23092231
1950-11-15 00:00:00+00:00,0.011872669
1950-11-16 00:00:00+00:00,4.184216e-07
1950-11-17 00:00:00+00:00,0.0003129125
1950-11-18 00:00:00+00:00,0.008854041
1950-11-19 00:00:00+00:00,0.017199242
1950-11-20 00:00:00+00:00,0.009106961
1950-11-21 00:00:00+00:00,0.0
1950-11-22 00:00:00+00:00,0.0
1950-11-23 00:00:00+00:00,0.0
1950-11-24 00:00:00+00:00,0.0
1950-11-25 00:00:00+00:00,0.0
1950-11-26 00:00:00+00:00,0.0
1950-11-27 00:00:00+00:00,0.0
1950-11-28 00:00:00+00:00,0.0
1950-11-29 00:00:00+00:00,0.0
1950-11-30 00:00:00+00:00,0.0
1950-12-01 00:00:00+00:00,0.0
1950-12-02 00:00:00+00:00,0.00064967835
1950-12-03 00:00:00+00:00,0.0
1950-12-04 00:00:00+00:00,9.713077e-05
1950-12-05 00:00:00+00:00,3.2877513e-05
1950-12-06 00:00:00+00:00,0.0
1950-12-07 00:00:00+00:00,0.0
1950-12-08 00:00:00+00:00,0.0
1950-12-09 00:00:00+00:00,0.0
1950-12-10 00:00:00+00:00,0.0
1950-12-11 00:00:00+00:00,0.0
1950-12-12 00:00:00+00:00,0.0
1950-12-13 00:00:00+00:00,0.0
1950-12-14 00:00:00+00:00,0.00012575052
1950-12-15 00:00:00+00:00,0.00023092722
1950-12-16 00:00:00+00:00,0.0
1950-12-17 00:00:00+00:00,0.0
1950-12-18 00:00:00+00:00,0.0
1950-12-19 00:00:00+00:00,0.0
1950-12-20 00:00:00+00:00,0.0
1950-12-21 00:00:00+00:00,0.0
1950-12-22 00:00:00+00:00,0.0
1950-12-23 00:00:00+00:00,0.0
1950-12-24 00:00:00+00:00,0.0
1950-12-25 00:00:00+00:00,9.496585e-05
1950-12-26 00:00:00+00:00,5.87762e-05
1950-12-27 00:00:00+00:00,0.0
1950-12-28 00:00:00+00:00,0.0
1950-12-29 00:00:00+00:00,0.0
1950-12-30 00:00:00+00:00,0.0032014875
1950-12-31 00:00:00+00:00,0.012254671
1951-01-01 00:00:00+00:00,0.0
1951-01-02 00:00:00+00:00,0.0
1951-01-03 00:00:00+00:00,0.0
1951-01-04 00:00:00+00:00,0.0030841138
1951-01-05 00:00:00+00:00,0.010660773
1951-01-06 00:00:00+00:00,0.0
1951-01-07 00:00:00+00:00,0.0
1951-01-08 00:00:00+00:00,0.0
1951-01-09 00:00:00+00:00,0.04785153
1951-01-10 00:00:00+00:00,0.31695658
1951-01-11 00:00:00+00:00,0.7684102
1951-01-12 00:00:00+00:00,0.73336506
1951-01-13 00:00:00+00:00,0.0059740515
1951-01-14 00:00:00+00:00,0.0
1951-01-15 00:00:00+00:00,0.019725345
1951-01-16 00:00:00+00:00,0.040731937
1951-01-17 00:00:00+00:00,0.03857862
1951-01-18 00:00:00+00:00,0.06762022
1951-01-19 00:00:00+00:00,0.09901978
1951-01-20 00:00:00+00:00,0.0
1951-01-21 00:00:00+00:00,0.0
1951-01-22 00:00:00+00:00,0.0
1951-01-23 00:00:00+00:00,0.0
1951-01-24 00:00:00+00:00,0.0
1951-01-25 00:00:00+00:00,0.0
1951-01-26 00:00:00+00:00,0.0
1951-01-27 00:00:00+00:00,0.0027598543
1951-01-28 00:00:00+00:00,0.02132187
1951-01-29 00:00:00+00:00,0.19996357
1951-01-30 00:00:00+00:00,0.40999618
1951-01-31 00:00:00+00:00,0.10433372
1951-02-01 00:00:00+00:00,0.0
1951-02-02 00:00:00+00:00,0.0
1951-02-03 00:00:00+00:00,0.0
1951-02-04 00:00:00+00:00,0.0
1951-02-05 00:00:00+00:00,0.0
1951-02-06 00:00:00+00:00,0.0
1951-02-07 00:00:00+00:00,0.0
1951-02-08 00:00:00+00:00,0.0
1951-02-09 00:00:00+00:00,0.0
1951-02-10 00:00:00+00:00,0.0
1951-02-11 00:00:00+00:00,0.009917732
1951-02-12 00:00:00+00:00,0.030449167
1951-02-13 00:00:00+00:00,0.01296159
1951-02-14 00:00:00+00:00,0.0
1951-02-15 00:00:00+00:00,0.0
1951-02-16 00:00:00+00:00,0.00136606
1951-02-17 00:00:00+00:00,0.008590726
1951-02-18 00:00:00+00:00,3.6100588e-05
1951-02-19 00:00:00+00:00,0.0
1951-02-20 00:00:00+00:00,0.0
1951-02-21 00:00:00+00:00,0.022529881
1951-02-22 00:00:00+00:00,0.14900501
1951-02-23 00:00:00+00:00,0.1978523
1951-02-24 00:00:00+00:00,0.054725636
1951-02-25 00:00:00+00:00,0.019433085
1951-02-26 00:00:00+00:00,0.16877896
1951-02-27 00:00:00+00:00,0.8309527
1951-02-28 00:00:00+00:00,0.2565859
1951-03-01 00:00:00+00:00,0.93685895
1951-03-02 00:00:00+00:00,0.55298567
1951-03-03 00:00:00+00:00,0.002831948
1951-03-04 00:00:00+00:00,4.359353e-05
1951-03-05 00:00:00+00:00,0.0010616768
1951-03-06 00:00:00+00:00,0.0032993122
1951-03-07 00:00:00+00:00,0.0
1951-03-08 00:00:00+00:00,0.0
1951-03-09 00:00:00+00:00,8.751784e-06
1951-03-10 00:00:00+00:00,7.109588e-05
1951-03-11 00:00:00+00:00,0.0
1951-03-12 00:00:00+00:00,0.0
1951-03-13 00:00:00+00:00,0.0
1951-03-14 00:00:00+00:00,0.0
1951-03-15 00:00:00+00:00,0.0
1951-03-16 00:00:00+00:00,0.0
1951-03-17 00:00:00+00:00,0.0
1951-03-18 00:00:00+00:00,0.0
1951-03-19 00:00:00+00:00,0.0
1951-03-20 00:00:00+00:00,0.0
1951-03-21 00:00:00+00:00,0.0
1951-03-22 00:00:00+00:00,0.0
1951-03-23 00:00:00+00:00,0.0
1951-03-24 00:00:00+00:00,8.111832e-07
1951-03-25 00:00:00+00:00,0.0
1951-03-26 00:00:00+00:00,0.0
1951-03-27 00:00:00+00:00,0.0
1951-03-28 00:00:00+00:00,0.0001680899
1951-03-29 00:00:00+00:00,0.0016368027
1951-03-30 00:00:00+00:00,0.003075625
1951-03-31 00:00:00+00:00,0.00017284375
1951-04-01 00:00:00+00:00,0.0
1951-04-02 00:00:00+00:00,0.0
1951-04-03 00:00:00+00:00,0.002334223
1951-04-04 00:00:00+00:00,0.024348691
1951-04-05 00:00:00+00:00,0.06280196
1951-04-06 00:00:00+00:00,0.01787108
1951-04-07 00:00:00+00:00,0.0
1951-04-08 00:00:00+00:00,0.0
1951-04-09 00:00:00+00:00,0.0
1951-04-10 00:00:00+00:00,0.0
1951-04-11 00:00:00+00:00,0.0
1951-04-12 00:00:00+00:00,0.0
1951-04-13 00:00:00+00:00,0.0
1951-04-14 00:00:00+00:00,0.0
1951-04-15 00:00:00+00:00,5.9174263e-06
1951-04-16 00:00:00+00:00,7.2527844e-05
1951-04-17 00:00:00+00:00,0.0
1951-04-18 00:00:00+00:00,0.0024156803
1951-04-19 00:00:00+00:00,0.009271843
1951-04-20 00:00:00+00:00,0.009865028
1951-04-21 00:00:00+00:00,0.0008837436
1951-04-22 00:00:00+00:00,2.4544954e-05
1951-04-23 00:00:00+00:00,0.0006300126
1951-04-24 00:00:00+00:00,0.011596282
1951-04-25 00:00:00+00:00,0.09759561
1951-04-26 00:00:00+00:00,0.09118227
1951-04-27 00:00:00+00:00,0.0066369837
1951-04-28 00:00:00+00:00,0.18695743
1951-04-29 00:00:00+00:00,0.42950785
1951-04-30 00:00:00+00:00,0.05880978
1951-05-01 00:00:00+00:00,0.0027285602
1951-05-02 00:00:00+00:00,0.0
1951-05-03 00:00:00+00:00,0.0
1951-05-04 00:00:00+00:00,0.0
1951-05-05 00:00:00+00:00,0.00020988885
1951-05-06 00:00:00+00:00,0.00096717407
1951-05-07 00:00:00+00:00,0.0
1951-05-08 00:00:00+00:00,0.0
1951-05-09 00:00:00+00:00,3.2783442e-05
1951-05-10 00:00:00+00:00,9.372199e-05
1951-05-11 00:00:00+00:00,0.00010058203
1951-05-12 00:00:00+00:00,0.00011033169
1951-05-13 00:00:00+00:00,0.030194977
1951-05-14 00:00:00+00:00,0.12740684
1951-05-15 00:00:00+00:00,0.0010928705
1951-05-16 00:00:00+00:00,0.0
1951-05-17 00:00:00+00:00,0.0
1951-05-18 00:00:00+00:00,0.0
1951-05-19 00:00:00+00:00,0.0
1951-05-20 00:00:00+00:00,7.4050055e-05
1951-05-21 00:00:00+00:00,0.0003737364
1951-05-22 00:00:00+00:00,0.0
1951-05-23 00:00:00+00:00,0.0
1951-05-24 00:00:00+00:00,0.0
1951-05-25 00:00:00+00:00,0.0
1951-05-26 00:00:00+00:00,0.0
1951-05-27 00:00:00+00:00,0.0
1951-05-28 00:00:00+00:00,0.0
1951-05-29 00:00:00+00:00,0.0
1951-05-30 00:00:00+00:00,0.0
1951-05-31 00:00:00+00:00,0.0
1951-06-01 00:00:00+00:00,0.0
1951-06-02 00:00:00+00:00,0.0
1951-06-03 00:00:00+00:00,0.0
1951-06-04 00:00:00+00:00,0.0
1951-06-05 00:00:00+00:00,0.0
1951-06-06 00:00:00+00:00,0.0
1951-06-07 00:00:00+00:00,5.7358416e-06
1951-06-08 00:00:00+00:00,0.0
1951-06-09 00:00:00+00:00,0.0
1951-06-10 00:00:00+00:00,0.0
1951-06-11 00:00:00+00:00,0.0
1951-06-12 00:00:00+00:00,0.0
1951-06-13 00:00:00+00:00,0.0
1951-06-14 00:00:00+00:00,0.0
1951-06-15 00:00:00+00:00,0.0
1951-06-16 00:00:00+00:00,0.0
1951-06-17 00:00:00+00:00,0.0
1951-06-18 00:00:00+00:00,0.0
1951-06-19 00:00:00+00:00,0.0
1951-06-20 00:00:00+00:00,0.0
1951-06-21 00:00:00+00:00,0.0
1951-06-22 00:00:00+00:00,0.0
1951-06-23 00:00:00+00:00,0.0
1951-06-24 00:00:00+00:00,0.0
1951-06-25 00:00:00+00:00,0.0
1951-06-26 00:00:00+00:00,0.0
1951-06-27 00:00:00+00:00,0.0
1951-06-28 00:00:00+00:00,0.0
1951-06-29 00:00:00+00:00,0.0
1951-06-30 00:00:00+00:00,0.0
1951-07-01 00:00:00+00:00,0.0
1951-07-02 00:00:00+00:00,0.0
1951-07-03 00:00:00+00:00,0.0
1951-07-04 00:00:00+00:00,0.0
1951-07-05 00:00:00+00:00,0.0
1951-07-06 00:00:00+00:00,0.0
1951-07-07 00:00:00+00:00,0.0
1951-07-08 00:00:00+00:00,0.0
1951-07-09 00:00:00+00:00,0.0
1951-07-10 00:00:00+00:00,0.0
1951-07-11 00:00:00+00:00,0.0
1951-07-12 00:00:00+00:00,0.0
1951-07-13 00:00:00+00:00,0.0
1951-07-14 00:00:00+00:00,0.0
1951-07-15 00:00:00+00:00,0.0
1951-07-16 00:00:00+00:00,0.0
1951-07-17 00:00:00+00:00,0.0
1951-07-18 00:00:00+00:00,0.0
1951-07-19 00:00:00+00:00,0.0
1951-07-20 00:00:00+00:00,0.0
1951-07-21 00:00:00+00:00,0.0
1951-07-22 00:00:00+00:00,0.0
1951-07-23 00:00:00+00:00,0.0
1951-07-24 00:00:00+00:00,0.0
1951-07-25 00:00:00+00:00,0.0
1951-07-26 00:00:00+00:00,0.0
1951-07-27 00:00:00+00:00,0.0
1951-07-28 00:00:00+00:00,0.0
1951-07-29 00:00:00+00:00,1.7663982e-05
1951-07-30 00:00:00+00:00,0.0
1951-07-31 00:00:00+00:00,0.0
1951-08-01 00:00:00+00:00,0.0
1951-08-02 00:00:00+00:00,0.0
1951-08-03 00:00:00+00:00,0.0
1951-08-04 00:00:00+00:00,0.0
1951-08-05 00:00:00+00:00,0.0
1951-08-06 00:00:00+00:00,0.0
1951-08-07 00:00:00+00:00,0.0
1951-08-08 00:00:00+00:00,0.0
1951-08-09 00:00:00+00:00,0.0
1951-08-10 00:00:00+00:00,0.0
1951-08-11 00:00:00+00:00,0.0
1951-08-12 00:00:00+00:00,0.0
1951-08-13 00:00:00+00:00,0.0
1951-08-14 00:00:00+00:00,0.0
1951-08-15 00:00:00+00:00,0.0
1951-08-16 00:00:00+00:00,0.0
1951-08-17 00:00:00+00:00,0.0
1951-08-18 00:00:00+00:00,0.0
1951-08-19 00:00:00+00:00,2.2453088e-07
1951-08-20 00:00:00+00:00,4.503223e-06
1951-08-21 00:00:00+00:00,0.0
1951-08-22 00:00:00+00:00,0.0
1951-08-23 00:00:00+00:00,0.0
1951-08-24 00:00:00+00:00,0.0
1951-08-25 00:00:00+00:00,0.0
1951-08-26 00:00:00+00:00,0.0
1951-08-27 00:00:00+00:00,0.0
1951-08-28 00:00:00+00:00,1.7328459e-05
1951-08-29 00:00:00+00:00,7.162679e-05
1951-08-30 00:00:00+00:00,0.0006892344
1951-08-31 00:00:00+00:00,0.0
1951-09-01 00:00:00+00:00,0.0
1951-09-02 00:00:00+00:00,0.0
1951-09-03 00:00:00+00:00,0.0
1951-09-04 00:00:00+00:00,0.0
1951-09-05 00:00:00+00:00,0.0
1951-09-06 00:00:00+00:00,0.0
1951-09-07 00:00:00+00:00,0.0
1951-09-08 00:00:00+00:00,0.0
1951-09-09 00:00:00+00:00,0.0
1951-09-10 00:00:00+00:00,0.0
1951-09-11 00:00:00+00:00,0.0
1951-09-12 00:00:00+00:00,0.0
1951-09-13 00:00:00+00:00,0.0
1951-09-14 00:00:00+00:00,0.0
1951-09-15 00:00:00+00:00,0.0
1951-09-16 00:00:00+00:00,0.0
1951-09-17 00:00:00+00:00,0.0
1951-09-18 00:00:00+00:00,0.0
1951-09-19 00:00:00+00:00,0.0
1951-09-20 00:00:00+00:00,0.0
1951-09-21 00:00:00+00:00,0.0
1951-09-22 00:00:00+00:00,0.0
1951-09-23 00:00:00+00:00,0.0
1951-09-24 00:00:00+00:00,0.0
1951-09-25 00:00:00+00:00,0.0
1951-09-26 00:00:00+00:00,0.0
1951-09-27 00:00:00+00:00,0.0012242887
1951-09-28 00:00:00+00:00,0.0027959552
1951-09-29 00:00:00+00:00,0.00044699665
1951-09-30 00:00:00+00:00,0.0
1951-10-01 00:00:00+00:00,0.0
1951-10-02 00:00:00+00:00,0.0
